song,year,artist,genre,lyrics
1-good-afternoon-and-welcome-to-white-hart-lane,2006,chumbawamba,Rock,wade flood toilet stand crumbl concret step wind rain beat face mumbl footbal favorit phrase game game behind doubl glaze high starter serv second rate match four cours meal tax free perk busi deal game game execut box rich steril sanit neatli packag take notic happen pitch caus big busi man match turn crowd nois switch right busi deal rip mass holsten pil terrac piss wet line drawn rich poor game game
education-part-i,2006,chumbawamba,Rock,bradford teacher victim instant hero surpris surpris darl ultra right middl class well spoken white educ power tool hand peopl rule
jack-horner,2006,chumbawamba,Rock,see corner littl jack horner sat corner say say say would jack horner sit corner stori goe co squar bum well tell absolut true told sit teacher jack crime said teacher wrong british armi kill lot peopl empir built broken back stolen land black paid incom tax said stand give back chat headmast sure hear said speak spoken tell sit corner till get back jack alon struggl head walk children made din said jack get got get let push know keep corner till dead jack get sell compromis christma pie know keep corner till dead keep shout back tell jack swallow none crap know keep corner till dead call jack horner everywher bend author care know keep corner till dead jane got help jack said teacher mess listen dirti lie got finger pie peopl die question studi lie eat christma pie eat dead anim pie eat nukil pie eat pie squar realli care neither would
14-studmarks-on-the-summits,2006,chumbawamba,Rock,busi bought athlet gold medal role model drug media nation pride join watch stadium hill armchair onto fell stagger mud peat gasp breath suck cheek bog like lead clutch feet river peak stadium hill armchair onto fell studmark next summit heather everyth suddenli come togeth audienc view figur stadium hill armchair onto fell
more-whitewashing,2006,chumbawamba,Rock,children school forc desk finger atla studi text lie opinion present fact taught accept never ask smile worker ladybird book pick coffe busi brick mortar build compani wall flicker pictur hypnot spend live watch other live much watch realiz smokescreen peopl die smile news present read cue card busi brush bucket whitewash compani wall set play forc tear entertain sing world make believ forc chariti leav rich peopl claim know wrong world know anyth busi give order build second home flicker pictur hypnot flicker pictur hypnot take order refus question busi spade bibl buri poor buri poor mass manufactur given away blinker get day never ever know extent involv easili fool problem solv say starvat noth saw print must true documentari explain simpl matter birth control send littl money sleep tonight starv sympathi limmit diet know chariti cure malnutrit hunger put sparkl back televis hunger put sparkl back televis hunger put sparkl back televis
bella-ciao,2006,chumbawamba,Rock,world wake outsid window bella ciao bella ciao bella ciao ciao ciao drag sens sunlight thing must wish luck leav bella ciao bella ciao bella ciao ciao ciao friend citi go shake gate hell tell tell bella ciao bella ciao bella ciao ciao ciao sunlight franchis wish bastard drop dead next time see may smile bella ciao bella ciao bella ciao ciao ciao prison say sunlight drag
don-t-pass-go,2006,chumbawamba,Rock,know wast time stitch thin blue line well fact said ye judg said straight jail pass understand told straight jail pass pass justic know wast time stitch thin blue line littl self protect want know straight jail pass say sorri play old jim crow straight jail pass pass know wast time stitch thin blue line white paranoia run show straight jail pass want tabl manner get rule law straight jail pass pass know wast time stitch thin blue line pass justic
social-dogma,2006,chumbawamba,Rock,scrape social dogma bottom soul beat rhythm beat rhythm beat rhythm name bring answer come back
mouthful-of-shit,2006,chumbawamba,Rock,judg outlandish atitir sort free think anarchist call secur sir hear caus mouth full shit hear caus mouth full shit someth well realli back basic right besid bar choke doubl troubl big one joker card good call crack damag done today common common banana skin away knock back knock chuck nightmar dart quiet comper mic turn turn court put beef vol vent across union jack boling bitter say coloni back think god gift liar would piss fire ronson take tab flash zippo light catch hip parad pass polaroid right check manic littl rebel bottl hand rhyme manifesto butti mam local lad made bad cowboy charm claim realli mean everi screw barb pass mic karaok yesteryear star time weep beer til firework start think god gift liar would piss fire
laughing-never-stopped-mix,2006,chumbawamba,Rock,figur someon let make wrong decis judg trial one cure daili hurt least rock roll never ever said said said price poverti sheik price scissor stone queue knacker yard crack face laugh loud brief word short line taken coliseum fed lion lion type realli love enough turn rug mate spare chang much fashion luck sometim question never get drop mick danc never stop laugh
48-all-s-well-at-oakwell,2006,chumbawamba,Rock,upton park basebal ground old trafford anfield road old stori disabl token gestur real facil club famou rich stick disabl side pitch expos snow wind rain limit view game oakwel thing differ stay home disabl special stand decent view big club consid barnsley
adversity,2006,chumbawamba,Rock,thirti year old shit music money hit hit smile lie sale wall thirti year rock roll chang name twice get rebelli compani deal busi thrive honesti fail contract con trick sing revolut wait til start one eye bank account one chart govern sponsor rebellion buy bit product keep quiet shhh product sell peopl die revolut wrap lie sexist drug rock role biggest prize biggest fool ask puppet master pull string make money puppet sing ask corpor money ask empti belli children tell sing pull wall stay find someth new make chang know sing puppet underneath skin problem want love know begin wall width away imposs get close offstag noth hide behind puppet run away meanwhil run away meanwhil run away meanwhil run away music make happi content fail music entertain inspir fail music threat action music inspir threat know must
chase-pcs-flee-attack-by-own-dog,2006,chumbawamba,Rock,got photograph taken elvi circl round earth rocket ship found world cup garden must save million drown babi imagin come drug bust hous fire orbit earth boss around someon wear flare nothin nothin nothin hound dog nothin nothin nothin hound dog nothin nothin nothin
